CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,
2024-11-11T07:28:09Z,1731277689,60E85BB84CE4,19.75,26.44,971.1,460,10.87,71.04,802.56,174,479
2024-11-11T07:29:09Z,1731277749,60E85BB84CE4,20.27,27.15,978.62,663,10.91,71.02,808.77,178.51,478
2024-11-11T07:30:09Z,1731277809,60E85BB84CE4,19.07,25.61,993.72,698,10.92,71.06,821.26,167.44,476
2024-11-11T07:31:09Z,1731277869,60E85BB84CE4,19.02,25.38,1001.3,553,10.89,70.81,827.52,168.27,474
2024-11-11T07:32:09Z,1731277929,60E85BB84CE4,19.22,25.69,978.62,483,10.92,70.73,808.77,169.85,471
2024-11-11T07:33:09Z,1731277989,60E85BB84CE4,20.8,28.15,948.67,466,10.94,70.86,784.02,180.51,471
2024-11-11T07:34:09Z,1731278049,60E85BB84CE4,19.41,26.04,919.04,647,10.91,70.77,759.54,170.63,474
2024-11-11T07:35:09Z,1731278109,60E85BB84CE4,19.33,26.01,897.04,702,10.92,70.53,741.36,169.2,473
2024-11-11T07:36:09Z,1731278169,60E85BB84CE4,20.28,27.25,889.75,535,10.93,70.5,735.33,177.94,473
2024-11-11T07:37:09Z,1731278229,60E85BB84CE4,19.29,25.72,882.47,484,10.95,70.51,729.32,170.96,475
2024-11-11T07:38:09Z,1731278289,60E85BB84CE4,19.67,26.35,875.22,456,10.99,70.5,723.32,173.22,473
2024-11-11T07:39:09Z,1731278349,60E85BB84CE4,20.13,27.12,867.98,706,10.98,70.66,717.34,175.84,471
2024-11-11T07:40:09Z,1731278409,60E85BB84CE4,19.25,25.7,867.98,617,11,70.69,717.34,170.24,471
2024-11-11T07:41:09Z,1731278469,60E85BB84CE4,19.88,26.58,867.98,511,10.95,70.97,717.34,175.44,471
2024-11-11T07:42:09Z,1731278529,60E85BB84CE4,20.11,27.23,867.98,472,10.99,71.09,717.34,174.47,469
2024-11-11T07:43:09Z,1731278589,60E85BB84CE4,18.25,24.54,875.22,455,11.05,70.85,723.32,159.93,471
2024-11-11T07:44:09Z,1731278649,60E85BB84CE4,20.25,27.47,904.36,737,11.07,70.77,747.4,175.18,470
2024-11-11T07:45:09Z,1731278709,60E85BB84CE4,20.17,27.07,948.67,668,11.07,70.85,784.02,177.2,471
2024-11-11T07:46:09Z,1731278769,60E85BB84CE4,19.78,26.71,986.16,548,11.06,70.55,815.01,172.26,469
2024-11-11T07:47:09Z,1731278829,60E85BB84CE4,20.11,27.2,1001.3,484,11.04,70.31,827.52,174.75,468
2024-11-11T07:48:09Z,1731278889,60E85BB84CE4,19.3,26.23,978.62,453,11.07,70.17,808.77,166.56,466
2024-11-11T07:49:09Z,1731278949,60E85BB84CE4,19.75,26.88,948.67,710,11.1,70.09,784.02,170.14,463
2024-11-11T07:50:09Z,1731279009,60E85BB84CE4,19.24,25.83,926.42,666,11.14,70.06,765.64,168.82,467
2024-11-11T07:51:09Z,1731279069,60E85BB84CE4,19.62,26.37,911.69,528,11.15,69.93,753.46,172.07,464
2024-11-11T07:52:09Z,1731279129,60E85BB84CE4,18.57,24.86,904.36,479,11.16,69.38,747.4,163.74,465
2024-11-11T07:53:09Z,1731279189,60E85BB84CE4,18.39,24.84,904.36,450,11.18,69.47,747.4,159.96,462
2024-11-11T07:54:09Z,1731279249,60E85BB84CE4,18.88,25.21,889.75,730,11.22,69.23,735.33,166.99,463
2024-11-11T07:55:09Z,1731279309,60E85BB84CE4,19.62,26.46,875.22,604,11.22,69.36,723.32,171.22,465
2024-11-11T07:56:09Z,1731279369,60E85BB84CE4,18.98,25.47,860.77,517,11.2,69.59,711.38,166.66,465
2024-11-11T07:57:09Z,1731279429,60E85BB84CE4,18.84,25.22,853.57,460,11.18,69.62,705.43,165.93,468
2024-11-11T07:58:09Z,1731279489,60E85BB84CE4,18.57,24.98,839.24,504,11.18,69.65,693.58,162.48,472
2024-11-11T07:59:09Z,1731279549,60E85BB84CE4,18.43,24.57,839.24,734,11.17,69.77,693.58,163.29,478
2024-11-11T08:00:09Z,1731279609,60E85BB84CE4,19.07,25.56,832.1,578,11.2,69.81,687.68,167.9,476
2024-11-11T08:01:09Z,1731279669,60E85BB84CE4,16.96,22.65,832.1,484,11.26,69.7,687.68,150.09,474
2024-11-11T08:02:09Z,1731279729,60E85BB84CE4,17.62,23.72,832.1,465,11.33,69.62,687.68,154.18,473
2024-11-11T08:03:09Z,1731279789,60E85BB84CE4,18.05,24.08,839.24,482,11.32,69.66,693.58,159.8,469
2024-11-11T08:04:09Z,1731279849,60E85BB84CE4,18.04,24.16,839.24,756,11.3,69.7,693.58,159,470
2024-11-11T08:05:09Z,1731279909,60E85BB84CE4,17.86,23.88,846.39,592,11.34,69.55,699.5,157.72,469
2024-11-11T08:06:09Z,1731279969,60E85BB84CE4,18.98,25.34,860.77,487,11.38,69.44,711.38,167.79,470
2024-11-11T08:07:09Z,1731280029,60E85BB84CE4,18.27,24.48,882.47,468,11.4,69.51,729.32,160.79,469
2024-11-11T08:08:09Z,1731280089,60E85BB84CE4,19.24,25.76,904.36,523,11.41,69.59,747.4,169.6,470
2024-11-11T08:09:09Z,1731280149,60E85BB84CE4,19.01,25.56,926.42,739,11.39,69.62,765.64,166.47,467
2024-11-11T08:10:09Z,1731280209,60E85BB84CE4,18.94,25.48,933.81,583,11.38,69.72,771.75,165.81,469
2024-11-11T08:11:09Z,1731280269,60E85BB84CE4,18.32,24.52,956.12,503,11.41,69.55,790.18,161.48,471
2024-11-11T08:12:09Z,1731280329,60E85BB84CE4,18.71,24.94,963.6,470,11.4,69.51,796.36,165.77,471
2024-11-11T08:13:09Z,1731280389,60E85BB84CE4,18.98,25.33,971.1,472,11.39,69.61,802.56,167.96,471
2024-11-11T08:14:09Z,1731280449,60E85BB84CE4,19.05,25.73,971.1,737,11.38,69.64,802.56,165.86,468
2024-11-11T08:15:09Z,1731280509,60E85BB84CE4,19.05,26.09,978.62,587,11.39,69.61,808.77,162.59,468
2024-11-11T08:16:09Z,1731280569,60E85BB84CE4,19.21,26.07,993.72,500,11.39,69.6,821.26,166.07,471
2024-11-11T08:17:09Z,1731280629,60E85BB84CE4,19.14,25.57,1008.91,472,11.43,69.45,833.81,169.08,476
2024-11-11T08:18:09Z,1731280689,60E85BB84CE4,18.59,24.93,1024.18,592,11.48,69.42,846.43,163.49,473
2024-11-11T08:19:09Z,1731280749,60E85BB84CE4,17,22.72,1039.54,703,11.52,69.35,859.13,150.24,472
2024-11-11T08:20:09Z,1731280809,60E85BB84CE4,17.57,23.55,1054.99,561,11.56,69.14,871.9,154.56,474
2024-11-11T08:21:09Z,1731280869,60E85BB84CE4,18.6,24.8,1070.53,488,11.58,69.12,884.74,164.82,478
2024-11-11T08:22:09Z,1731280929,60E85BB84CE4,18.16,24.21,1086.16,466,11.57,69.1,897.66,160.91,475
2024-11-11T08:23:09Z,1731280989,60E85BB84CE4,18.17,24.22,1101.89,579,11.57,69.22,910.65,161.01,472
2024-11-11T08:24:09Z,1731281049,60E85BB84CE4,18.39,24.57,1125.64,695,11.59,69.14,930.28,162.48,469
2024-11-11T08:25:09Z,1731281109,60E85BB84CE4,19.11,25.7,1133.61,547,11.61,69.02,936.87,167.46,472
2024-11-11T08:26:09Z,1731281169,60E85BB84CE4,17.89,24.03,1149.61,485,11.63,68.99,950.09,157,475
2024-11-11T08:27:09Z,1731281229,60E85BB84CE4,17.57,23.43,1157.65,469,11.68,68.95,956.74,155.72,476
2024-11-11T08:28:09Z,1731281289,60E85BB84CE4,18.05,24.2,1173.8,713,11.74,68.71,970.08,158.81,469
2024-11-11T08:29:09Z,1731281349,60E85BB84CE4,17.51,23.49,1181.91,714,11.75,68.67,976.79,153.8,472
2024-11-11T08:30:09Z,1731281409,60E85BB84CE4,18.12,24.37,1206.39,560,11.81,68.44,997.02,158.61,476
2024-11-11T08:31:09Z,1731281469,60E85BB84CE4,17.22,22.97,1231.1,499,11.84,68.53,1017.44,152.43,475
2024-11-11T08:32:09Z,1731281529,60E85BB84CE4,18.59,24.82,1247.7,470,11.85,68.56,1031.15,164.51,480
2024-11-11T08:33:09Z,1731281589,60E85BB84CE4,19.01,25.36,1264.4,658,11.84,68.45,1044.96,168.43,477
2024-11-11T08:34:09Z,1731281649,60E85BB84CE4,18.76,25.03,1272.79,674,11.84,68.58,1051.89,166.21,478
2024-11-11T08:35:09Z,1731281709,60E85BB84CE4,18.4,24.54,1289.65,529,11.82,68.6,1065.83,163,480
2024-11-11T08:36:09Z,1731281769,60E85BB84CE4,19.6,26.13,1289.65,479,11.8,68.7,1065.83,173.69,477
2024-11-11T08:37:09Z,1731281829,60E85BB84CE4,19.05,25.58,1281.21,461,11.83,68.67,1058.85,167.1,474
2024-11-11T08:38:09Z,1731281889,60E85BB84CE4,18.36,24.73,1264.4,635,11.84,68.7,1044.96,160.43,478
2024-11-11T08:39:09Z,1731281949,60E85BB84CE4,19.2,25.75,1256.03,695,11.82,68.76,1038.05,168.71,476
2024-11-11T08:40:09Z,1731282009,60E85BB84CE4,18.16,24.47,1247.7,547,11.85,68.77,1031.15,158.61,479
2024-11-11T08:41:09Z,1731282069,60E85BB84CE4,18.16,24.43,1247.7,492,11.88,68.7,1031.15,158.97,480
2024-11-11T08:42:09Z,1731282129,60E85BB84CE4,18.99,25.38,1231.1,465,11.92,68.53,1017.44,167.7,475
2024-11-11T08:43:09Z,1731282189,60E85BB84CE4,18,24.05,1214.6,702,11.96,68.58,1003.8,159.19,475
2024-11-11T08:44:09Z,1731282249,60E85BB84CE4,18.98,25.62,1198.21,648,11.97,68.56,990.25,165.26,475
2024-11-11T08:45:09Z,1731282309,60E85BB84CE4,18.7,25.19,1173.8,541,12.1,68.27,970.08,163.31,474
2024-11-11T08:46:09Z,1731282369,60E85BB84CE4,17.77,23.71,1173.8,477,12.18,68.1,970.08,157.4,474
2024-11-11T08:47:09Z,1731282429,60E85BB84CE4,18.35,24.47,1165.71,465,12.19,67.99,963.4,162.64,474
2024-11-11T08:48:09Z,1731282489,60E85BB84CE4,18.32,24.48,1157.65,770,12.23,67.85,956.74,161.86,479
2024-11-11T08:49:09Z,1731282549,60E85BB84CE4,17.92,23.9,1149.61,646,12.26,67.82,950.09,158.77,479
2024-11-11T08:50:09Z,1731282609,60E85BB84CE4,18.89,25.29,1141.6,519,12.3,67.71,943.47,166.42,480
2024-11-11T08:51:09Z,1731282669,60E85BB84CE4,18.65,24.94,1133.61,481,12.34,67.53,936.87,164.65,479
2024-11-11T08:52:09Z,1731282729,60E85BB84CE4,18.04,24.11,1125.64,502,12.37,67.5,930.28,159.28,474
2024-11-11T08:53:09Z,1731282789,60E85BB84CE4,19.39,26.12,1125.64,750,12.41,67.37,930.28,169.34,474
2024-11-11T08:54:09Z,1731282849,60E85BB84CE4,19.33,26.03,1133.61,639,12.43,67.26,936.87,169.09,476
2024-11-11T08:55:09Z,1731282909,60E85BB84CE4,18.66,25.1,1141.6,508,12.47,67.29,943.47,163.35,477
2024-11-11T08:56:09Z,1731282969,60E85BB84CE4,19.59,26.18,1157.65,486,12.51,67.28,956.74,173.08,477
2024-11-11T08:57:09Z,1731283029,60E85BB84CE4,20.08,26.97,1173.8,500,12.57,67.14,970.08,176.06,478
2024-11-11T08:58:09Z,1731283089,60E85BB84CE4,20.05,26.87,1198.21,688,12.62,67.07,990.25,176.48,480
2024-11-11T08:59:09Z,1731283149,60E85BB84CE4,19.51,26.02,1206.39,579,12.66,67.03,997.02,172.81,477
2024-11-11T09:00:09Z,1731283209,60E85BB84CE4,20.24,27.09,1214.6,516,12.75,66.77,1003.8,178.39,478
2024-11-11T09:01:09Z,1731283269,60E85BB84CE4,19.49,26.04,1222.84,475,12.81,66.65,1010.61,172.38,477
2024-11-11T09:02:09Z,1731283329,60E85BB84CE4,20.85,27.9,1222.84,577,12.86,66.37,1010.61,183.95,482
2024-11-11T09:03:09Z,1731283389,60E85BB84CE4,19.29,25.96,1214.6,719,12.93,66.17,1003.8,168.77,486
2024-11-11T09:04:09Z,1731283449,60E85BB84CE4,19.97,26.63,1181.91,582,13.01,66.07,976.79,176.92,488
2024-11-11T09:05:09Z,1731283509,60E85BB84CE4,19.82,26.68,1165.71,503,13.05,65.59,963.4,173.34,482
2024-11-11T09:06:09Z,1731283569,60E85BB84CE4,19.77,26.71,1149.61,477,13.13,65.46,950.09,172.11,479
2024-11-11T09:07:09Z,1731283629,60E85BB84CE4,20.36,27.76,1141.6,772,13.2,65.27,943.47,174.95,480
2024-11-11T09:08:09Z,1731283689,60E85BB84CE4,20.73,28.09,1141.6,700,13.28,65.2,943.47,179.57,479
2024-11-11T09:09:09Z,1731283749,60E85BB84CE4,19.11,25.85,1133.61,544,13.36,64.99,936.87,166.04,479
2024-11-11T09:10:09Z,1731283809,60E85BB84CE4,19.54,26.16,1133.61,493,13.46,64.56,936.87,172.3,478
2024-11-11T09:11:09Z,1731283869,60E85BB84CE4,19.68,26.41,1133.61,480,13.49,63.88,936.87,172.83,478
2024-11-11T09:12:09Z,1731283929,60E85BB84CE4,19.28,25.77,1125.64,752,13.59,63.85,930.28,170.24,476
2024-11-11T09:13:09Z,1731283989,60E85BB84CE4,18.78,25.07,1125.64,647,13.68,63.94,930.28,166.04,487
2024-11-11T09:14:09Z,1731284049,60E85BB84CE4,21.65,29.13,1125.64,526,13.74,64.02,930.28,189.47,485
2024-11-11T09:15:09Z,1731284109,60E85BB84CE4,20.12,27.03,1125.64,498,13.85,64.02,930.28,176.56,494
2024-11-11T09:16:09Z,1731284169,60E85BB84CE4,21.07,28.16,1133.61,493,13.92,63.72,936.87,186,499
2024-11-11T09:17:09Z,1731284229,60E85BB84CE4,20.01,26.68,1157.65,773,14.04,63.7,956.74,177.32,504
2024-11-11T09:18:09Z,1731284289,60E85BB84CE4,21.9,29.41,1198.21,614,14.07,63.5,990.25,192.2,505
2024-11-11T09:19:09Z,1731284349,60E85BB84CE4,20.71,27.76,1247.7,540,14.17,63.47,1031.15,182.29,507
2024-11-11T09:20:09Z,1731284409,60E85BB84CE4,21.66,29.2,1281.21,497,14.24,63.36,1058.85,189.05,501
2024-11-11T09:21:09Z,1731284469,60E85BB84CE4,22.23,30.02,1323.69,489,14.33,62.99,1093.96,193.5,502
2024-11-11T09:22:09Z,1731284529,60E85BB84CE4,23.47,31.54,1349.51,773,14.39,62.85,1115.29,205.63,502
2024-11-11T09:23:09Z,1731284589,60E85BB84CE4,22.27,30.04,1375.57,668,14.51,62.64,1136.84,194.19,505
2024-11-11T09:24:09Z,1731284649,60E85BB84CE4,20.81,27.93,1401.9,546,14.58,62.45,1158.59,182.75,508
2024-11-11T09:25:09Z,1731284709,60E85BB84CE4,21.48,28.85,1419.59,508,14.65,62.25,1173.22,188.36,506
2024-11-11T09:26:09Z,1731284769,60E85BB84CE4,21.9,29.43,1428.48,490,14.73,62.25,1180.56,191.89,502
2024-11-11T09:27:09Z,1731284829,60E85BB84CE4,21.52,29.01,1446.35,601,14.86,61.78,1195.33,187.86,505
2024-11-11T09:28:09Z,1731284889,60E85BB84CE4,21.89,29.18,1455.33,886,14.92,61.03,1202.76,193.97,504
2024-11-11T09:29:09Z,1731284949,60E85BB84CE4,21.32,28.44,1455.33,646,15,60.83,1202.76,188.81,503
2024-11-11T09:30:09Z,1731285009,60E85BB84CE4,20.83,27.89,1446.35,548,15.07,60.68,1195.33,183.6,504
2024-11-11T09:31:09Z,1731285069,60E85BB84CE4,23.33,31.18,1446.35,510,15.13,59.89,1195.33,206.08,503
2024-11-11T09:32:09Z,1731285129,60E85BB84CE4,22.7,30.28,1464.34,497,15.18,60.02,1210.2,201.19,501
2024-11-11T09:33:09Z,1731285189,60E85BB84CE4,24.01,32.02,1491.56,826,15.27,59.94,1232.69,212.72,501
2024-11-11T09:34:09Z,1731285249,60E85BB84CE4,24.65,32.9,1537.54,732,15.33,59.66,1270.69,218.24,505
2024-11-11T09:35:09Z,1731285309,60E85BB84CE4,24.65,32.96,1565.51,574,15.41,59.58,1293.81,217.55,509
2024-11-11T09:36:09Z,1731285369,60E85BB84CE4,23.59,31.56,1622.35,526,15.52,59.5,1340.78,208.11,512
2024-11-11T09:37:09Z,1731285429,60E85BB84CE4,23.81,31.82,1651.22,509,15.57,59.33,1364.65,210.36,510
2024-11-11T09:38:09Z,1731285489,60E85BB84CE4,24.17,32.24,1690.22,504,15.64,59.21,1396.87,214.03,517
2024-11-11T09:39:09Z,1731285549,60E85BB84CE4,23.89,31.96,1709.93,824,15.74,58.97,1413.16,210.67,516
2024-11-11T09:40:09Z,1731285609,60E85BB84CE4,24.4,32.61,1729.78,823,15.83,58.67,1429.57,215.53,513
2024-11-11T09:41:09Z,1731285669,60E85BB84CE4,23.74,31.71,1739.77,602,15.92,58.64,1437.82,209.94,516
2024-11-11T09:42:09Z,1731285729,60E85BB84CE4,24.96,33.4,1739.77,538,16.02,58.17,1437.82,220.2,515
2024-11-11T09:43:09Z,1731285789,60E85BB84CE4,26.04,34.81,1739.77,508,16.1,57.84,1437.82,229.83,518
2024-11-11T09:44:09Z,1731285849,60E85BB84CE4,25.01,33.88,1739.77,502,16.22,57.72,1437.82,216.81,518
2024-11-11T09:45:09Z,1731285909,60E85BB84CE4,25.91,34.71,1749.79,498,16.3,57.62,1446.11,228.17,515
2024-11-11T09:46:09Z,1731285969,60E85BB84CE4,23.8,32.06,1759.85,494,16.4,57.44,1454.42,207.88,514
2024-11-11T09:47:09Z,1731286029,60E85BB84CE4,25.76,34.36,1769.94,493,16.46,57.29,1462.76,228.08,515
2024-11-11T09:48:09Z,1731286089,60E85BB84CE4,24.36,32.53,1780.08,770,16.52,57.09,1471.14,215.33,515
2024-11-11T09:49:09Z,1731286149,60E85BB84CE4,25.61,34.18,1790.25,680,16.6,57.27,1479.55,226.76,516
2024-11-11T09:50:09Z,1731286209,60E85BB84CE4,25.38,33.99,1810.71,563,16.67,57.07,1496.46,223.5,521
2024-11-11T09:51:09Z,1731286269,60E85BB84CE4,28.08,37.44,1841.7,532,16.75,56.64,1522.07,248.84,523
2024-11-11T09:52:09Z,1731286329,60E85BB84CE4,28.25,37.71,1852.11,519,16.82,56.84,1530.67,249.95,522
2024-11-11T09:53:09Z,1731286389,60E85BB84CE4,28.9,38.69,1862.57,516,16.87,56.76,1539.31,254.72,526
2024-11-11T09:54:09Z,1731286449,60E85BB84CE4,27.24,36.49,1873.06,513,16.95,56.38,1547.98,239.89,525
2024-11-11T09:55:09Z,1731286509,60E85BB84CE4,27.56,37.27,1894.16,511,17.04,56.59,1565.42,239.5,527
2024-11-11T09:56:09Z,1731286569,60E85BB84CE4,27.11,36.51,1904.78,512,17.12,56.38,1574.2,236.88,526
2024-11-11T09:57:09Z,1731286629,60E85BB84CE4,26.3,35.42,1926.14,511,17.22,56.44,1591.85,229.91,526
2024-11-11T09:58:09Z,1731286689,60E85BB84CE4,28.71,38.34,1936.88,515,17.29,55.94,1600.73,253.88,525
2024-11-11T09:59:09Z,1731286749,60E85BB84CE4,29.52,39.46,1947.67,517,17.34,55.8,1609.65,260.74,529
2024-11-11T10:00:09Z,1731286809,60E85BB84CE4,28.4,37.89,1958.5,518,17.39,55.66,1618.6,251.45,530
2024-11-11T10:01:09Z,1731286869,60E85BB84CE4,29.08,38.77,1969.38,518,17.48,55.4,1627.58,257.64,534
2024-11-11T10:02:09Z,1731286929,60E85BB84CE4,29.1,38.96,1969.38,519,17.54,55.26,1627.58,256.45,534
2024-11-11T10:03:09Z,1731286989,60E85BB84CE4,27.86,37.21,1980.3,520,17.63,55.16,1636.61,246.2,533
2024-11-11T10:04:09Z,1731287049,60E85BB84CE4,28.25,37.68,1991.26,517,17.71,55.14,1645.67,250.19,535
2024-11-11T10:05:09Z,1731287109,60E85BB84CE4,27.28,36.38,1991.26,514,17.78,54.82,1645.67,241.6,534
2024-11-11T10:06:09Z,1731287169,60E85BB84CE4,27.6,37,1991.26,513,17.89,54.36,1645.67,242.73,532
2024-11-11T10:07:09Z,1731287229,60E85BB84CE4,28.8,38.41,1980.3,509,17.93,53.56,1636.61,255.22,535
2024-11-11T10:08:09Z,1731287289,60E85BB84CE4,27.22,36.29,1969.38,507,18.1,53.87,1627.58,241.24,537
2024-11-11T10:09:09Z,1731287349,60E85BB84CE4,28.46,38.04,1958.5,507,18.21,52.67,1618.6,251.34,533
2024-11-11T10:10:09Z,1731287409,60E85BB84CE4,30.18,40.25,1947.67,506,18.25,52.84,1609.65,267.39,532
2024-11-11T10:11:09Z,1731287469,60E85BB84CE4,29.24,39.05,1936.88,507,18.41,52.52,1600.73,258.62,530
2024-11-11T10:12:09Z,1731287529,60E85BB84CE4,29.08,39.15,1926.14,507,18.5,52.02,1591.85,254.31,532
2024-11-11T10:13:09Z,1731287589,60E85BB84CE4,28.79,38.76,1915.44,505,18.57,52.11,1583.01,251.67,530
2024-11-11T10:14:09Z,1731287649,60E85BB84CE4,27.21,36.34,1904.78,505,18.72,51.94,1574.2,240.54,528
2024-11-11T10:15:09Z,1731287709,60E85BB84CE4,26.31,35.15,1904.78,504,18.8,51.72,1574.2,232.46,527
2024-11-11T10:16:09Z,1731287769,60E85BB84CE4,30.15,40.62,1894.16,506,18.86,51.24,1565.42,263.42,531
2024-11-11T10:17:09Z,1731287829,60E85BB84CE4,30.77,41.27,1883.59,505,18.82,50.8,1556.69,270.38,526
2024-11-11T10:18:09Z,1731287889,60E85BB84CE4,30.46,40.92,1862.57,506,18.75,50.76,1539.31,267.04,530
2024-11-11T10:19:09Z,1731287949,60E85BB84CE4,30.46,40.62,1831.33,508,18.74,50.7,1513.5,269.96,524
2024-11-11T10:20:09Z,1731288009,60E85BB84CE4,30.23,40.58,1790.25,509,18.82,50.73,1479.55,265.41,512
2024-11-11T10:21:09Z,1731288069,60E85BB84CE4,28.01,37.76,1780.08,505,18.92,50.84,1471.14,244.53,514
2024-11-11T10:22:09Z,1731288129,60E85BB84CE4,27.15,36.48,1780.08,503,18.98,50.45,1471.14,238.02,514
2024-11-11T10:23:09Z,1731288189,60E85BB84CE4,27.36,36.84,1780.08,502,19.08,50.56,1471.14,239.2,516
2024-11-11T10:24:09Z,1731288249,60E85BB84CE4,26.01,34.83,1790.25,499,19.13,50.47,1479.55,229.17,515
2024-11-11T10:25:09Z,1731288309,60E85BB84CE4,26.39,35.29,1800.46,498,19.23,50.16,1487.99,232.99,517
2024-11-11T10:26:09Z,1731288369,60E85BB84CE4,25.22,33.8,1800.46,498,19.28,49.85,1487.99,221.86,517
2024-11-11T10:27:09Z,1731288429,60E85BB84CE4,27.03,36.04,1800.46,498,19.38,49.55,1487.99,239.5,522
2024-11-11T10:28:09Z,1731288489,60E85BB84CE4,27.22,36.6,1800.46,501,19.42,49.45,1487.99,238.5,522
2024-11-11T10:29:09Z,1731288549,60E85BB84CE4,26.76,36.1,1800.46,543,19.47,49.25,1487.99,233.44,523
2024-11-11T10:30:09Z,1731288609,60E85BB84CE4,25.89,34.53,1810.71,538,19.53,49.4,1496.46,229.32,524
2024-11-11T10:31:09Z,1731288669,60E85BB84CE4,26.88,36.27,1810.71,526,19.61,48.79,1496.46,234.28,526
2024-11-11T10:32:09Z,1731288729,60E85BB84CE4,26,34.97,1810.71,538,19.67,48.75,1496.46,227.71,526
2024-11-11T10:33:09Z,1731288789,60E85BB84CE4,26.32,35.32,1821,536,19.74,48.48,1504.96,231.25,631
2024-11-11T10:34:09Z,1731288849,60E85BB84CE4,26.48,35.48,1810.71,527,19.78,47.81,1496.46,233.04,604
2024-11-11T10:35:09Z,1731288909,60E85BB84CE4,25.92,34.71,1790.25,514,19.79,47.53,1479.55,228.37,549
2024-11-11T10:36:09Z,1731288969,60E85BB84CE4,25.65,34.55,1780.08,508,19.76,47.52,1471.14,224.12,535
2024-11-11T10:37:09Z,1731289029,60E85BB84CE4,24.28,32.55,1769.94,500,19.85,47.57,1462.76,213.51,524
2024-11-11T10:38:09Z,1731289089,60E85BB84CE4,24.23,32.32,1769.94,499,19.86,46.96,1462.76,214.73,565
2024-11-11T10:39:09Z,1731289149,60E85BB84CE4,24.91,33.59,1769.94,654,19.87,46.7,1462.76,217.2,558
2024-11-11T10:40:09Z,1731289209,60E85BB84CE4,25.62,34.47,1759.85,649,19.9,46.71,1454.42,224.33,545
2024-11-11T10:41:09Z,1731289269,60E85BB84CE4,26.09,35.03,1759.85,557,19.92,46.42,1454.42,229.07,527
2024-11-11T10:42:09Z,1731289329,60E85BB84CE4,23.91,31.88,1749.79,531,20.02,46.17,1446.11,211.92,687
2024-11-11T10:43:09Z,1731289389,60E85BB84CE4,23.29,31.06,1759.85,509,20.08,46.37,1454.42,206.41,922
2024-11-11T10:44:09Z,1731289449,60E85BB84CE4,23.92,31.96,1759.85,507,20.16,46.49,1454.42,211.37,666
2024-11-11T10:45:09Z,1731289509,60E85BB84CE4,24.51,32.77,1749.79,503,20.19,46.03,1446.11,216.46,571
2024-11-11T10:46:09Z,1731289569,60E85BB84CE4,24.18,32.39,1739.77,645,20.24,45.38,1437.82,212.91,533
2024-11-11T10:47:09Z,1731289629,60E85BB84CE4,22.69,30.26,1729.78,661,20.25,45.29,1429.57,201.05,530
2024-11-11T10:48:09Z,1731289689,60E85BB84CE4,23.51,31.63,1729.78,572,20.26,45.36,1429.57,205.85,510
2024-11-11T10:49:09Z,1731289749,60E85BB84CE4,22.29,29.72,1729.78,733,20.25,45.06,1429.57,197.57,
2024-11-11T10:50:09Z,1731289809,60E85BB84CE4,23.18,31.11,1729.78,847,20.34,44.93,1429.57,203.51,
2024-11-11T10:51:09Z,1731289869,60E85BB84CE4,24.09,32.68,1719.84,666,20.37,45.47,1421.35,208.35,
2024-11-11T10:52:09Z,1731289929,60E85BB84CE4,24.05,32.09,1719.84,574,20.4,45.51,1421.35,212.98,
2024-11-11T10:53:09Z,1731289989,60E85BB84CE4,23.69,31.96,1709.93,533,20.39,44.86,1413.16,206.49,
2024-11-11T10:54:09Z,1731290049,60E85BB84CE4,22.59,30.27,1709.93,519,20.41,43.95,1413.16,198.72,
2024-11-11T10:55:09Z,1731290109,60E85BB84CE4,23.45,31.51,1700.05,662,20.46,43.48,1405,205.59,
2024-11-11T10:56:09Z,1731290169,60E85BB84CE4,23.79,31.9,1700.05,806,20.35,42.25,1405,209.16,
2024-11-11T10:57:09Z,1731290229,60E85BB84CE4,24.22,32.38,1680.41,600,20.36,42.38,1388.77,213.87,
2024-11-11T10:58:09Z,1731290289,60E85BB84CE4,24.36,33.07,1660.92,523,20.41,43.06,1372.66,210.47,
2024-11-11T10:59:09Z,1731290349,60E85BB84CE4,23.74,32.09,1631.94,491,20.4,42.3,1348.71,206.33,
2024-11-11T11:00:09Z,1731290409,60E85BB84CE4,24.83,33.23,1603.27,590,20.35,42.51,1325.02,218.83,
2024-11-11T11:01:09Z,1731290469,60E85BB84CE4,23.82,31.88,1603.27,918,20.39,42.32,1325.02,210.03,
2024-11-11T11:02:09Z,1731290529,60E85BB84CE4,23.84,32.07,1593.78,677,20.45,42.68,1317.17,208.75,
2024-11-11T11:03:09Z,1731290589,60E85BB84CE4,23.83,32.17,1556.16,550,20.49,42.95,1286.08,207.53,
2024-11-11T11:04:09Z,1731290649,60E85BB84CE4,24.45,32.66,1500.69,500,20.52,42.66,1240.24,216.04,
2024-11-11T11:05:09Z,1731290709,60E85BB84CE4,24.16,32.41,1401.9,520,20.52,42.18,1158.59,212.28,
2024-11-11T11:06:09Z,1731290769,60E85BB84CE4,21.86,29.2,1358.17,883,20.54,42.4,1122.45,193.29,
2024-11-11T11:07:09Z,1731290829,60E85BB84CE4,21.53,28.71,1323.69,681,20.56,41.67,1093.96,190.82,
